<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SOLUSDT,1,241109,035700,198.68000000,198.75000000,198.64000000,198.66000000,1376.97400000
SOLUSDT,1,241109,035600,198.79000000,198.79000000,198.62000000,198.68000000,935.20200000
SOLUSDT,1,241109,035500,198.65000000,198.87000000,198.53000000,198.79000000,2231.70500000
SOLUSDT,1,241109,035400,198.22000000,198.82000000,198.20000000,198.66000000,7228.90900000
SOLUSDT,1,241109,035300,198.22000000,198.31000000,198.20000000,198.22000000,1361.74500000
SOLUSDT,1,241109,035200,198.38000000,198.43000000,198.22000000,198.23000000,655.76300000
SOLUSDT,1,241109,035100,198.53000000,198.53000000,198.29000000,198.38000000,2011.07200000
SOLUSDT,1,241109,035000,198.71000000,198.74000000,198.52000000,198.52000000,1074.42000000
SOLUSDT,1,241109,034900,198.52000000,198.74000000,198.52000000,198.72000000,394.15800000
SOLUSDT,1,241109,034800,198.61000000,198.71000000,198.51000000,198.51000000,913.62400000
SOLUSDT,1,241109,034700,198.66000000,198.69000000,198.59000000,198.61000000,770.78200000
SOLUSDT,1,241109,034600,198.74000000,198.76000000,198.61000000,198.67000000,1573.35400000
SOLUSDT,1,241109,034500,199.06000000,199.06000000,198.73000000,198.74000000,1509.90600000
SOLUSDT,1,241109,034400,198.97000000,199.06000000,198.91000000,199.06000000,1023.56400000
SOLUSDT,1,241109,034300,199.17000000,199.31000000,198.96000000,198.97000000,4592.65800000
SOLUSDT,1,241109,034200,199.21000000,199.25000000,199.16000000,199.16000000,480.73700000
SOLUSDT,1,241109,034100,199.31000000,199.31000000,199.19000000,199.22000000,785.84400000
SOLUSDT,1,241109,034000,199.18000000,199.31000000,199.18000000,199.31000000,316.57700000
SOLUSDT,1,241109,033900,199.09000000,199.18000000,199.03000000,199.18000000,1071.00100000
SOLUSDT,1,241109,033800,198.95000000,199.13000000,198.95000000,199.09000000,323.08700000
SOLUSDT,1,241109,033700,199.26000000,199.27000000,198.94000000,198.94000000,1958.74400000
SOLUSDT,1,241109,033600,199.33000000,199.33000000,199.16000000,199.26000000,1086.88000000
SOLUSDT,1,241109,033500,199.36000000,199.40000000,199.30000000,199.33000000,1310.35500000
SOLUSDT,1,241109,033400,199.17000000,199.49000000,199.14000000,199.37000000,1158.59000000
SOLUSDT,1,241109,033300,199.26000000,199.27000000,199.06000000,199.16000000,3581.42100000
SOLUSDT,1,241109,033200,199.30000000,199.30000000,199.22000000,199.26000000,429.78900000
SOLUSDT,1,241109,033100,199.47000000,199.48000000,199.24000000,199.30000000,896.38100000
SOLUSDT,1,241109,033000,199.55000000,199.68000000,199.47000000,199.47000000,1512.16100000
SOLUSDT,1,241109,032900,199.52000000,199.62000000,199.51000000,199.56000000,472.27200000
SOLUSDT,1,241109,032800,199.31000000,199.52000000,199.18000000,199.52000000,1343.90100000
SOLUSDT,1,241109,032700,199.30000000,199.45000000,199.19000000,199.30000000,3558.26400000
SOLUSDT,1,241109,032600,199.48000000,199.48000000,199.27000000,199.31000000,2460.58500000
SOLUSDT,1,241109,032500,199.61000000,199.65000000,199.45000000,199.48000000,2391.25500000
SOLUSDT,1,241109,032400,199.52000000,199.64000000,199.35000000,199.61000000,4362.25300000
SOLUSDT,1,241109,032300,199.58000000,199.64000000,199.40000000,199.51000000,874.00800000
SOLUSDT,1,241109,032200,199.65000000,199.69000000,199.51000000,199.57000000,1132.73400000
SOLUSDT,1,241109,032100,199.78000000,199.78000000,199.43000000,199.64000000,2277.60700000
SOLUSDT,1,241109,032000,199.75000000,199.85000000,199.74000000,199.77000000,765.62200000
SOLUSDT,1,241109,031900,200.07000000,200.07000000,199.75000000,199.75000000,2181.42800000
SOLUSDT,1,241109,031800,199.93000000,200.26000000,199.93000000,200.08000000,6268.97900000
SOLUSDT,1,241109,031700,199.79000000,199.99000000,199.79000000,199.93000000,1573.70700000
SOLUSDT,1,241109,031600,199.73000000,200.00000000,199.69000000,199.79000000,3703.36300000
SOLUSDT,1,241109,031500,199.66000000,199.74000000,199.62000000,199.74000000,1023.87500000
SOLUSDT,1,241109,031400,199.61000000,199.74000000,199.55000000,199.66000000,1861.83800000
SOLUSDT,1,241109,031300,199.63000000,199.71000000,199.60000000,199.61000000,1007.10400000
SOLUSDT,1,241109,031200,199.67000000,199.71000000,199.61000000,199.63000000,1909.19800000
SOLUSDT,1,241109,031100,199.49000000,199.68000000,199.48000000,199.67000000,1943.47300000
SOLUSDT,1,241109,031000,199.59000000,199.63000000,199.48000000,199.49000000,2183.10700000
SOLUSDT,1,241109,030900,199.64000000,199.71000000,199.58000000,199.59000000,657.66900000
SOLUSDT,1,241109,030800,199.48000000,199.70000000,199.48000000,199.63000000,1897.43300000
SOLUSDT,1,241109,030700,199.43000000,199.54000000,199.41000000,199.49000000,553.10100000
SOLUSDT,1,241109,030600,199.60000000,199.60000000,199.38000000,199.42000000,1882.32100000
SOLUSDT,1,241109,030500,199.89000000,199.89000000,199.57000000,199.61000000,1700.10200000
SOLUSDT,1,241109,030400,199.87000000,199.90000000,199.87000000,199.89000000,589.14900000
SOLUSDT,1,241109,030300,199.88000000,199.92000000,199.80000000,199.87000000,2269.16800000
SOLUSDT,1,241109,030200,199.84000000,199.89000000,199.80000000,199.87000000,1508.54700000
SOLUSDT,1,241109,030100,199.57000000,199.86000000,199.57000000,199.85000000,2802.84700000
SOLUSDT,1,241109,030000,199.54000000,199.60000000,199.53000000,199.57000000,1358.12900000
SOLUSDT,1,241109,025900,199.58000000,199.59000000,199.49000000,199.55000000,1259.77800000
SOLUSDT,1,241109,025800,199.62000000,199.67000000,199.58000000,199.59000000,636.21000000
SOLUSDT,1,241109,025700,199.55000000,199.61000000,199.45000000,199.61000000,1340.18800000
SOLUSDT,1,241109,025600,199.52000000,199.71000000,199.52000000,199.55000000,1552.78800000
SOLUSDT,1,241109,025500,199.63000000,199.66000000,199.47000000,199.52000000,1972.27400000
SOLUSDT,1,241109,025400,199.81000000,199.81000000,199.62000000,199.64000000,1678.74100000
SOLUSDT,1,241109,025300,199.71000000,199.85000000,199.71000000,199.81000000,2621.72800000
SOLUSDT,1,241109,025200,199.59000000,199.76000000,199.57000000,199.72000000,2158.04800000
SOLUSDT,1,241109,025100,199.51000000,199.64000000,199.51000000,199.60000000,418.90600000
SOLUSDT,1,241109,025000,199.59000000,199.59000000,199.35000000,199.51000000,1144.26000000
SOLUSDT,1,241109,024900,199.58000000,199.66000000,199.48000000,199.59000000,2563.53800000
SOLUSDT,1,241109,024800,199.32000000,199.58000000,199.28000000,199.58000000,1706.48600000
SOLUSDT,1,241109,024700,199.23000000,199.32000000,199.05000000,199.32000000,2678.31400000
SOLUSDT,1,241109,024600,198.97000000,199.26000000,198.97000000,199.23000000,2464.74100000
SOLUSDT,1,241109,024500,198.96000000,198.98000000,198.88000000,198.97000000,488.76900000
SOLUSDT,1,241109,024400,198.49000000,198.98000000,198.48000000,198.95000000,2267.18800000
SOLUSDT,1,241109,024300,198.45000000,198.51000000,198.44000000,198.49000000,456.68600000
SOLUSDT,1,241109,024200,198.42000000,198.57000000,198.41000000,198.44000000,1730.24300000
SOLUSDT,1,241109,024100,198.19000000,198.42000000,198.17000000,198.41000000,739.51200000
SOLUSDT,1,241109,024000,198.36000000,198.36000000,198.14000000,198.20000000,1731.33700000
SOLUSDT,1,241109,023900,198.33000000,198.37000000,198.28000000,198.36000000,551.17800000
SOLUSDT,1,241109,023800,198.27000000,198.33000000,198.21000000,198.33000000,408.66000000
SOLUSDT,1,241109,023700,198.22000000,198.43000000,198.18000000,198.27000000,3866.34900000
SOLUSDT,1,241109,023600,198.34000000,198.37000000,198.22000000,198.23000000,358.17600000
SOLUSDT,1,241109,023500,198.28000000,198.40000000,198.28000000,198.33000000,883.90400000
SOLUSDT,1,241109,023400,198.32000000,198.38000000,198.22000000,198.29000000,3753.96700000
SOLUSDT,1,241109,023300,198.36000000,198.36000000,198.23000000,198.31000000,2176.45200000
SOLUSDT,1,241109,023200,198.07000000,198.36000000,198.07000000,198.36000000,531.67900000
SOLUSDT,1,241109,023100,197.93000000,198.09000000,197.87000000,198.07000000,2104.39900000
SOLUSDT,1,241109,023000,198.00000000,198.00000000,197.86000000,197.92000000,2844.31000000
SOLUSDT,1,241109,022900,198.03000000,198.03000000,197.91000000,198.00000000,815.19800000
SOLUSDT,1,241109,022800,198.02000000,198.08000000,198.00000000,198.03000000,874.74300000
SOLUSDT,1,241109,022700,197.68000000,198.03000000,197.68000000,198.03000000,1742.07800000
SOLUSDT,1,241109,022600,197.22000000,197.68000000,197.22000000,197.68000000,2070.59000000
SOLUSDT,1,241109,022500,197.49000000,197.50000000,197.21000000,197.21000000,3012.97600000
SOLUSDT,1,241109,022400,197.37000000,197.50000000,197.36000000,197.50000000,2260.64600000
SOLUSDT,1,241109,022300,197.56000000,197.57000000,197.33000000,197.37000000,2135.24500000
SOLUSDT,1,241109,022200,197.44000000,197.60000000,197.44000000,197.56000000,980.99500000
SOLUSDT,1,241109,022100,197.60000000,197.61000000,197.35000000,197.43000000,6387.12500000
SOLUSDT,1,241109,022000,197.71000000,197.73000000,197.58000000,197.59000000,754.46600000
SOLUSDT,1,241109,021900,197.78000000,197.79000000,197.68000000,197.70000000,741.91800000
SOLUSDT,1,241109,021800,197.84000000,197.91000000,197.78000000,197.79000000,850.15800000
SOLUSDT,1,241109,021700,197.82000000,197.85000000,197.77000000,197.85000000,747.22400000
SOLUSDT,1,241109,021600,197.88000000,197.89000000,197.67000000,197.81000000,2064.19700000
SOLUSDT,1,241109,021500,197.81000000,197.96000000,197.75000000,197.88000000,2441.75500000
SOLUSDT,1,241109,021400,198.71000000,198.71000000,197.54000000,197.80000000,20058.82300000
SOLUSDT,1,241109,021300,198.96000000,198.96000000,198.64000000,198.71000000,2778.58900000
SOLUSDT,1,241109,021200,198.72000000,199.06000000,198.66000000,198.97000000,926.65900000
SOLUSDT,1,241109,021100,198.73000000,198.83000000,198.67000000,198.73000000,754.08100000
SOLUSDT,1,241109,021000,198.94000000,198.97000000,198.72000000,198.73000000,658.07900000
SOLUSDT,1,241109,020900,198.91000000,199.03000000,198.90000000,198.94000000,958.29200000
SOLUSDT,1,241109,020800,198.96000000,199.11000000,198.90000000,198.90000000,776.13600000
SOLUSDT,1,241109,020700,198.92000000,198.97000000,198.89000000,198.97000000,1232.41700000
SOLUSDT,1,241109,020600,199.17000000,199.23000000,198.92000000,198.92000000,1489.10900000
SOLUSDT,1,241109,020500,199.13000000,199.25000000,199.11000000,199.17000000,572.94700000
SOLUSDT,1,241109,020400,199.20000000,199.22000000,199.05000000,199.13000000,1941.03000000
SOLUSDT,1,241109,020300,199.01000000,199.26000000,199.01000000,199.20000000,681.98600000
SOLUSDT,1,241109,020200,199.00000000,199.31000000,199.00000000,199.01000000,692.43000000
SOLUSDT,1,241109,020100,199.08000000,199.18000000,198.92000000,199.00000000,1532.70200000
SOLUSDT,1,241109,020000,199.36000000,199.37000000,199.03000000,199.08000000,1241.70400000
SOLUSDT,1,241109,015900,199.46000000,199.47000000,199.35000000,199.37000000,458.95500000
SOLUSDT,1,241109,015800,199.22000000,199.48000000,199.22000000,199.45000000,1455.46600000
SOLUSDT,1,241109,015700,199.22000000,199.38000000,199.21000000,199.23000000,1478.12100000
SOLUSDT,1,241109,015600,199.25000000,199.30000000,199.19000000,199.23000000,1047.68200000
SOLUSDT,1,241109,015500,199.25000000,199.36000000,199.22000000,199.25000000,1456.12100000
SOLUSDT,1,241109,015400,199.01000000,199.34000000,198.98000000,199.24000000,1669.27400000
SOLUSDT,1,241109,015300,198.86000000,199.07000000,198.86000000,199.02000000,1108.67900000
SOLUSDT,1,241109,015200,198.97000000,198.98000000,198.85000000,198.87000000,1184.98900000
SOLUSDT,1,241109,015100,198.78000000,199.00000000,198.70000000,198.97000000,1721.11700000
SOLUSDT,1,241109,015000,199.09000000,199.12000000,198.70000000,198.77000000,2797.34900000
SOLUSDT,1,241109,014900,199.24000000,199.39000000,199.03000000,199.09000000,1936.12900000
SOLUSDT,1,241109,014800,199.25000000,199.34000000,199.17000000,199.23000000,815.02100000
SOLUSDT,1,241109,014700,199.44000000,199.44000000,199.22000000,199.25000000,828.09600000
SOLUSDT,1,241109,014600,199.99000000,199.99000000,199.40000000,199.43000000,3137.17300000
SOLUSDT,1,241109,014500,199.83000000,200.00000000,199.83000000,200.00000000,2062.79700000
SOLUSDT,1,241109,014400,199.50000000,199.86000000,199.49000000,199.82000000,1862.71600000
SOLUSDT,1,241109,014300,199.29000000,199.57000000,199.28000000,199.49000000,2307.86300000
SOLUSDT,1,241109,014200,199.36000000,199.44000000,199.25000000,199.29000000,1097.32500000
SOLUSDT,1,241109,014100,199.45000000,199.45000000,199.22000000,199.36000000,1770.14100000
SOLUSDT,1,241109,014000,199.26000000,199.55000000,199.22000000,199.44000000,1217.92800000
SOLUSDT,1,241109,013900,199.22000000,199.42000000,199.21000000,199.27000000,640.99600000
SOLUSDT,1,241109,013800,199.29000000,199.36000000,199.21000000,199.22000000,800.26800000
SOLUSDT,1,241109,013700,199.36000000,199.42000000,199.29000000,199.30000000,477.46100000
SOLUSDT,1,241109,013600,199.32000000,199.44000000,199.31000000,199.36000000,656.39400000
SOLUSDT,1,241109,013500,199.08000000,199.38000000,198.83000000,199.31000000,1936.34900000
SOLUSDT,1,241109,013400,199.32000000,199.32000000,199.07000000,199.07000000,887.38200000
SOLUSDT,1,241109,013300,199.48000000,199.49000000,199.31000000,199.32000000,1272.54700000
SOLUSDT,1,241109,013200,199.24000000,199.50000000,199.24000000,199.48000000,1850.04500000
SOLUSDT,1,241109,013100,198.87000000,199.25000000,198.86000000,199.25000000,2030.98000000
SOLUSDT,1,241109,013000,199.06000000,199.06000000,198.86000000,198.86000000,2041.14300000
SOLUSDT,1,241109,012900,199.16000000,199.21000000,198.98000000,199.06000000,2719.31900000
SOLUSDT,1,241109,012800,199.08000000,199.20000000,198.99000000,199.16000000,1942.62900000
SOLUSDT,1,241109,012700,199.27000000,199.27000000,199.03000000,199.08000000,1626.38800000
SOLUSDT,1,241109,012600,199.03000000,199.27000000,199.03000000,199.27000000,2158.30000000
SOLUSDT,1,241109,012500,198.92000000,199.04000000,198.91000000,199.04000000,1031.00400000
SOLUSDT,1,241109,012400,199.14000000,199.18000000,198.89000000,198.92000000,1872.63100000
SOLUSDT,1,241109,012300,199.20000000,199.22000000,199.08000000,199.14000000,1816.62400000
SOLUSDT,1,241109,012200,199.41000000,199.41000000,199.13000000,199.21000000,1134.38300000
SOLUSDT,1,241109,012100,199.34000000,199.42000000,199.28000000,199.42000000,931.28800000
SOLUSDT,1,241109,012000,199.39000000,199.50000000,199.29000000,199.34000000,882.75200000
SOLUSDT,1,241109,011900,199.58000000,199.58000000,199.37000000,199.38000000,1197.31700000
SOLUSDT,1,241109,011800,199.69000000,199.78000000,199.59000000,199.59000000,538.47400000
SOLUSDT,1,241109,011700,199.59000000,199.92000000,199.59000000,199.69000000,760.37900000
SOLUSDT,1,241109,011600,199.63000000,199.70000000,199.55000000,199.59000000,481.59400000
SOLUSDT,1,241109,011500,200.00000000,200.04000000,199.63000000,199.63000000,2275.21800000
SOLUSDT,1,241109,011400,200.02000000,200.07000000,199.98000000,199.99000000,1254.70700000
SOLUSDT,1,241109,011300,199.94000000,200.04000000,199.85000000,200.01000000,3784.18200000
SOLUSDT,1,241109,011200,199.87000000,199.97000000,199.84000000,199.93000000,1254.01400000
SOLUSDT,1,241109,011100,199.74000000,199.89000000,199.70000000,199.86000000,910.75500000
SOLUSDT,1,241109,011000,199.69000000,199.73000000,199.53000000,199.73000000,546.61400000
SOLUSDT,1,241109,010900,199.43000000,199.68000000,199.42000000,199.68000000,503.30200000
SOLUSDT,1,241109,010800,199.41000000,199.52000000,199.39000000,199.43000000,443.22800000
SOLUSDT,1,241109,010700,199.39000000,199.45000000,199.27000000,199.41000000,1205.87700000
SOLUSDT,1,241109,010600,199.23000000,199.49000000,199.22000000,199.40000000,556.51200000
SOLUSDT,1,241109,010500,199.29000000,199.37000000,199.19000000,199.23000000,1328.20300000
SOLUSDT,1,241109,010400,199.34000000,199.38000000,199.20000000,199.29000000,1184.57000000
SOLUSDT,1,241109,010300,199.74000000,199.74000000,199.33000000,199.34000000,1146.16900000
SOLUSDT,1,241109,010200,199.66000000,199.80000000,199.66000000,199.74000000,788.34500000
SOLUSDT,1,241109,010100,199.60000000,199.67000000,199.44000000,199.66000000,3878.56100000
SOLUSDT,1,241109,010000,199.65000000,199.66000000,199.55000000,199.59000000,799.98400000
SOLUSDT,1,241109,005900,199.70000000,199.76000000,199.64000000,199.65000000,869.34800000
SOLUSDT,1,241109,005800,199.71000000,199.78000000,199.68000000,199.69000000,654.17800000
SOLUSDT,1,241109,005700,199.61000000,199.82000000,199.50000000,199.71000000,944.09900000
SOLUSDT,1,241109,005600,199.60000000,199.67000000,199.54000000,199.61000000,962.60700000
SOLUSDT,1,241109,005500,199.83000000,199.84000000,199.55000000,199.60000000,1325.17000000
SOLUSDT,1,241109,005400,199.93000000,199.93000000,199.80000000,199.84000000,938.44800000
SOLUSDT,1,241109,005300,199.67000000,199.94000000,199.66000000,199.94000000,904.72500000
SOLUSDT,1,241109,005200,199.44000000,199.66000000,199.43000000,199.66000000,1094.61700000
SOLUSDT,1,241109,005100,199.81000000,199.81000000,199.40000000,199.45000000,1601.36400000
SOLUSDT,1,241109,005000,199.84000000,199.84000000,199.69000000,199.80000000,1080.90900000
SOLUSDT,1,241109,004900,199.88000000,199.92000000,199.75000000,199.84000000,1411.17800000
SOLUSDT,1,241109,004800,199.63000000,199.88000000,199.63000000,199.87000000,1494.38100000
SOLUSDT,1,241109,004700,199.72000000,199.87000000,199.64000000,199.64000000,1141.48000000
SOLUSDT,1,241109,004600,199.80000000,199.82000000,199.70000000,199.73000000,1139.49100000
SOLUSDT,1,241109,004500,199.91000000,199.92000000,199.80000000,199.81000000,1067.41400000
SOLUSDT,1,241109,004400,199.82000000,199.99000000,199.82000000,199.91000000,1679.81400000
SOLUSDT,1,241109,004300,199.61000000,199.84000000,199.60000000,199.83000000,2308.18900000
SOLUSDT,1,241109,004200,199.46000000,199.66000000,199.44000000,199.61000000,1200.65400000
SOLUSDT,1,241109,004100,199.59000000,199.63000000,199.41000000,199.45000000,978.93000000
SOLUSDT,1,241109,004000,199.39000000,199.64000000,199.39000000,199.59000000,1550.36500000
SOLUSDT,1,241109,003900,198.84000000,199.44000000,198.82000000,199.39000000,2700.73900000
SOLUSDT,1,241109,003800,198.68000000,198.87000000,198.65000000,198.83000000,1515.47300000
SOLUSDT,1,241109,003700,198.68000000,198.77000000,198.65000000,198.68000000,1301.91200000
SOLUSDT,1,241109,003600,198.68000000,198.75000000,198.63000000,198.68000000,677.55800000
SOLUSDT,1,241109,003500,198.66000000,198.83000000,198.65000000,198.68000000,2079.42700000
SOLUSDT,1,241109,003400,198.79000000,198.80000000,198.63000000,198.66000000,1416.57800000
SOLUSDT,1,241109,003300,198.78000000,198.81000000,198.71000000,198.79000000,701.83500000
SOLUSDT,1,241109,003200,199.16000000,199.16000000,198.77000000,198.78000000,2520.45200000
SOLUSDT,1,241109,003100,199.41000000,199.41000000,199.16000000,199.17000000,706.39600000
SOLUSDT,1,241109,003000,199.45000000,199.58000000,199.40000000,199.40000000,1426.56300000
SOLUSDT,1,241109,002900,199.34000000,199.51000000,199.32000000,199.45000000,1018.41500000
SOLUSDT,1,241109,002800,199.50000000,199.50000000,199.25000000,199.35000000,908.46600000
SOLUSDT,1,241109,002700,199.43000000,199.50000000,199.34000000,199.50000000,671.20400000
SOLUSDT,1,241109,002600,199.20000000,199.43000000,199.20000000,199.43000000,854.28100000
SOLUSDT,1,241109,002500,199.47000000,199.52000000,199.16000000,199.21000000,1617.65300000
SOLUSDT,1,241109,002400,199.44000000,199.51000000,199.19000000,199.47000000,3858.04900000
SOLUSDT,1,241109,002300,199.37000000,199.47000000,199.29000000,199.44000000,2173.68100000
SOLUSDT,1,241109,002200,199.35000000,199.44000000,199.33000000,199.37000000,1002.14600000
SOLUSDT,1,241109,002100,199.36000000,199.44000000,199.24000000,199.34000000,935.84800000
SOLUSDT,1,241109,002000,199.21000000,199.39000000,199.19000000,199.37000000,583.76100000
SOLUSDT,1,241109,001900,199.43000000,199.43000000,199.19000000,199.21000000,411.08100000
SOLUSDT,1,241109,001800,199.37000000,199.43000000,199.27000000,199.43000000,379.25800000
SOLUSDT,1,241109,001700,199.25000000,199.43000000,199.25000000,199.38000000,586.15900000
SOLUSDT,1,241109,001600,199.22000000,199.34000000,199.20000000,199.26000000,904.26200000
SOLUSDT,1,241109,001500,199.75000000,199.76000000,199.21000000,199.22000000,1634.57200000
SOLUSDT,1,241109,001400,199.77000000,199.78000000,199.74000000,199.75000000,476.47600000
SOLUSDT,1,241109,001300,200.07000000,200.07000000,199.75000000,199.77000000,1988.07100000
SOLUSDT,1,241109,001200,199.93000000,200.12000000,199.93000000,200.07000000,3609.05300000
SOLUSDT,1,241109,001100,199.94000000,199.94000000,199.88000000,199.94000000,909.15000000
SOLUSDT,1,241109,001000,199.82000000,199.94000000,199.81000000,199.93000000,849.90000000
SOLUSDT,1,241109,000900,199.76000000,199.89000000,199.72000000,199.81000000,2566.31600000
SOLUSDT,1,241109,000800,199.57000000,199.75000000,199.56000000,199.75000000,664.92100000
SOLUSDT,1,241109,000700,199.67000000,199.72000000,199.55000000,199.57000000,1400.03200000
SOLUSDT,1,241109,000600,199.36000000,199.77000000,199.36000000,199.67000000,1475.25800000
SOLUSDT,1,241109,000500,199.46000000,199.50000000,199.31000000,199.35000000,1234.19900000
SOLUSDT,1,241109,000400,199.50000000,199.53000000,199.35000000,199.47000000,1310.13300000
SOLUSDT,1,241109,000300,199.46000000,199.63000000,199.37000000,199.50000000,1260.82500000
SOLUSDT,1,241109,000200,199.58000000,199.71000000,199.33000000,199.47000000,4013.82400000
SOLUSDT,1,241109,000100,199.72000000,199.76000000,199.58000000,199.58000000,1155.40900000
SOLUSDT,1,241109,000000,199.86000000,199.88000000,199.66000000,199.73000000,1932.22800000
SOLUSDT,1,241108,235900,199.82000000,199.85000000,199.81000000,199.85000000,349.97800000
SOLUSDT,1,241108,235800,199.84000000,199.89000000,199.76000000,199.82000000,579.27600000
SOLUSDT,1,241108,235700,199.83000000,199.89000000,199.77000000,199.84000000,775.66300000
SOLUSDT,1,241108,235600,199.82000000,199.88000000,199.81000000,199.83000000,1320.05200000
SOLUSDT,1,241108,235500,199.83000000,199.89000000,199.76000000,199.82000000,521.67500000
SOLUSDT,1,241108,235400,199.85000000,199.86000000,199.82000000,199.83000000,510.94000000
SOLUSDT,1,241108,235300,199.93000000,199.93000000,199.78000000,199.84000000,1160.71600000
SOLUSDT,1,241108,235200,199.87000000,199.94000000,199.87000000,199.93000000,1054.39100000
SOLUSDT,1,241108,235100,199.86000000,199.97000000,199.84000000,199.86000000,763.17300000
SOLUSDT,1,241108,235000,199.90000000,199.94000000,199.84000000,199.86000000,1216.67000000
SOLUSDT,1,241108,234900,199.78000000,199.90000000,199.77000000,199.90000000,1274.74700000
SOLUSDT,1,241108,234800,199.80000000,199.91000000,199.77000000,199.77000000,1501.37200000
SOLUSDT,1,241108,234700,199.76000000,199.80000000,199.71000000,199.79000000,593.54600000
SOLUSDT,1,241108,234600,199.68000000,199.80000000,199.66000000,199.76000000,1756.19300000
SOLUSDT,1,241108,234500,199.36000000,199.68000000,199.36000000,199.68000000,1982.61400000
SOLUSDT,1,241108,234400,199.47000000,199.50000000,199.34000000,199.35000000,1298.28900000
SOLUSDT,1,241108,234300,199.47000000,199.52000000,199.38000000,199.46000000,2018.36800000
SOLUSDT,1,241108,234200,199.50000000,199.54000000,199.47000000,199.48000000,541.45700000
SOLUSDT,1,241108,234100,199.39000000,199.53000000,199.32000000,199.51000000,1307.21700000
SOLUSDT,1,241108,234000,199.24000000,199.40000000,199.19000000,199.39000000,973.20300000
SOLUSDT,1,241108,233900,199.10000000,199.27000000,199.06000000,199.24000000,869.38400000
SOLUSDT,1,241108,233800,199.10000000,199.15000000,198.98000000,199.11000000,634.00600000
SOLUSDT,1,241108,233700,198.92000000,199.10000000,198.87000000,199.09000000,782.38600000
SOLUSDT,1,241108,233600,198.88000000,198.96000000,198.84000000,198.92000000,753.43700000
SOLUSDT,1,241108,233500,199.17000000,199.19000000,198.87000000,198.87000000,808.04400000
SOLUSDT,1,241108,233400,199.14000000,199.19000000,198.95000000,199.18000000,785.57100000
SOLUSDT,1,241108,233300,199.36000000,199.36000000,199.12000000,199.13000000,888.39300000
SOLUSDT,1,241108,233200,199.02000000,199.39000000,199.02000000,199.36000000,1814.78900000
SOLUSDT,1,241108,233100,198.87000000,199.10000000,198.87000000,199.03000000,1646.40000000
SOLUSDT,1,241108,233000,198.77000000,198.93000000,198.77000000,198.88000000,777.75200000
SOLUSDT,1,241108,232900,198.52000000,198.78000000,198.52000000,198.78000000,502.18200000
SOLUSDT,1,241108,232800,198.47000000,198.53000000,198.45000000,198.51000000,526.94500000
SOLUSDT,1,241108,232700,198.56000000,198.56000000,198.39000000,198.47000000,1532.64100000
SOLUSDT,1,241108,232600,198.39000000,198.57000000,198.39000000,198.56000000,1136.34600000
SOLUSDT,1,241108,232500,198.38000000,198.39000000,198.31000000,198.39000000,729.63200000
SOLUSDT,1,241108,232400,198.45000000,198.45000000,198.29000000,198.37000000,830.89800000
SOLUSDT,1,241108,232300,198.52000000,198.53000000,198.40000000,198.44000000,647.29400000
SOLUSDT,1,241108,232200,198.42000000,198.58000000,198.42000000,198.53000000,467.34600000
SOLUSDT,1,241108,232100,198.33000000,198.43000000,198.27000000,198.43000000,1484.44800000
SOLUSDT,1,241108,232000,198.50000000,198.54000000,198.32000000,198.33000000,403.20000000
SOLUSDT,1,241108,231900,198.43000000,198.56000000,198.37000000,198.51000000,1095.00500000
SOLUSDT,1,241108,231800,198.39000000,198.50000000,198.36000000,198.43000000,683.46300000
SOLUSDT,1,241108,231700,198.28000000,198.54000000,198.28000000,198.40000000,1276.05600000
SOLUSDT,1,241108,231600,198.34000000,198.39000000,198.28000000,198.29000000,2204.67400000
SOLUSDT,1,241108,231500,198.56000000,198.56000000,198.33000000,198.33000000,1351.80000000
SOLUSDT,1,241108,231400,198.48000000,198.62000000,198.48000000,198.57000000,875.49300000
SOLUSDT,1,241108,231300,198.51000000,198.52000000,198.42000000,198.48000000,1268.18100000
SOLUSDT,1,241108,231200,198.61000000,198.61000000,198.46000000,198.51000000,617.56500000
SOLUSDT,1,241108,231100,198.58000000,198.61000000,198.52000000,198.61000000,586.92600000
SOLUSDT,1,241108,231000,198.56000000,198.59000000,198.43000000,198.57000000,869.06500000
SOLUSDT,1,241108,230900,198.44000000,198.63000000,198.42000000,198.57000000,454.14000000
SOLUSDT,1,241108,230800,198.50000000,198.59000000,198.32000000,198.44000000,5172.59500000
SOLUSDT,1,241108,230700,198.68000000,198.68000000,198.49000000,198.50000000,1016.24300000
SOLUSDT,1,241108,230600,198.49000000,198.68000000,198.49000000,198.68000000,1120.71300000
SOLUSDT,1,241108,230500,198.37000000,198.61000000,198.32000000,198.49000000,2463.22400000
SOLUSDT,1,241108,230400,198.23000000,198.50000000,198.22000000,198.37000000,1291.09000000
SOLUSDT,1,241108,230300,198.50000000,198.55000000,198.18000000,198.22000000,3062.32500000
SOLUSDT,1,241108,230200,198.74000000,198.74000000,198.49000000,198.50000000,1014.19200000
SOLUSDT,1,241108,230100,198.89000000,198.90000000,198.73000000,198.74000000,419.62400000
SOLUSDT,1,241108,230000,198.92000000,198.96000000,198.85000000,198.90000000,383.68600000
SOLUSDT,1,241108,225900,198.73000000,198.92000000,198.72000000,198.91000000,441.98800000
